id,code,path,sequencelength,classid,classname,region,mode
16516257,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16516257.csv,38,16, Other Hay/Non Alfalfa,Coahoma,train
3703833,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\3703833.csv,60,2, Corn,Adams,train
9100103,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9100103.csv,56,18, Peas,Adams,train
29003617,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29003617.csv,83,13, Dbl Crop WinWht/Soybeans,Harvey,train
17302040,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17302040.csv,36,20,Other,Coahoma,train
2404488,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2404488.csv,57,10, Canola,Adams,train
9312842,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9312842.csv,59,10, Canola,Adams,train
13109256,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13109256.csv,41,5, Cotton,Coahoma,train
37500852,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\37500852.csv,44,3, Winter Wheat,Haskell,train
16912161,121,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16912161.csv,41,20,Other,Coahoma,train
13802991,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13802991.csv,37,6, Woody Wetlands,Coahoma,train
33000665,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\33000665.csv,40,8, Shrubland,Haskell,train
31201248,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31201248.csv,84,13, Dbl Crop WinWht/Soybeans,Harvey,train
19402607,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19402607.csv,56,7, Evergreen Forest,Garfield,train
29205264,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29205264.csv,76,14, Alfalfa,Harvey,train
10502052,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10502052.csv,58,19, Durum Wheat,Adams,train
11906772,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11906772.csv,35,15, Rice,Coahoma,train
24007281,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24007281.csv,71,9, Fallow/Idle Cropland,Garfield,train
4206863,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4206863.csv,58,0, Grass/Pasture,Adams,train
32500999,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32500999.csv,87,1, Soybeans,Harvey,train
41801721,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\41801721.csv,84,3, Winter Wheat,Haskell,train
25406886,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25406886.csv,78,9, Fallow/Idle Cropland,Garfield,train
21702541,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\21702541.csv,73,9, Fallow/Idle Cropland,Garfield,train
30004508,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30004508.csv,82,0, Grass/Pasture,Harvey,train
9708534,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9708534.csv,56,19, Durum Wheat,Adams,train
11912184,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11912184.csv,38,15, Rice,Coahoma,train
2112156,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2112156.csv,63,14, Alfalfa,Adams,train
1503464,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1503464.csv,56,11, Sunflower,Adams,train
5901664,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5901664.csv,59,18, Peas,Adams,train
9509227,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9509227.csv,59,4, Spring Wheat,Adams,train
4608818,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4608818.csv,55,0, Grass/Pasture,Adams,train
9310838,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9310838.csv,63,4, Spring Wheat,Adams,train
9802434,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9802434.csv,60,10, Canola,Adams,train
13907430,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13907430.csv,36,6, Woody Wetlands,Coahoma,train
32401512,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32401512.csv,85,17, Sorghum,Harvey,train
12007982,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12007982.csv,38,6, Woody Wetlands,Coahoma,train
8202738,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8202738.csv,56,11, Sunflower,Adams,train
11909641,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11909641.csv,35,15, Rice,Coahoma,train
22906269,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22906269.csv,70,9, Fallow/Idle Cropland,Garfield,train
23103693,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23103693.csv,67,18, Peas,Garfield,train
17601973,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17601973.csv,34,5, Cotton,Coahoma,train
25602756,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25602756.csv,79,4, Spring Wheat,Garfield,train
15409325,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15409325.csv,39,5, Cotton,Coahoma,train
45004089,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\45004089.csv,52,12, Deciduous Forest,Randolph,train
33300848,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\33300848.csv,46,8, Shrubland,Haskell,train
7501245,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7501245.csv,60,16, Other Hay/Non Alfalfa,Adams,train
12007832,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12007832.csv,37,6, Woody Wetlands,Coahoma,train
38601930,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\38601930.csv,44,17, Sorghum,Haskell,train
32404527,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32404527.csv,84,16, Other Hay/Non Alfalfa,Harvey,train
18107362,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18107362.csv,35,5, Cotton,Coahoma,train
10905273,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10905273.csv,59,11, Sunflower,Adams,train
38601947,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\38601947.csv,44,17, Sorghum,Haskell,train
11912593,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11912593.csv,38,15, Rice,Coahoma,train
29503288,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29503288.csv,83,3, Winter Wheat,Harvey,train
17101357,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17101357.csv,39,5, Cotton,Coahoma,train
29000697,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29000697.csv,80,3, Winter Wheat,Harvey,train
31400115,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31400115.csv,85,2, Corn,Harvey,train
21201934,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\21201934.csv,74,3, Winter Wheat,Garfield,train
20201219,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20201219.csv,66,7, Evergreen Forest,Garfield,train
13106047,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13106047.csv,40,6, Woody Wetlands,Coahoma,train
19801078,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19801078.csv,71,7, Evergreen Forest,Garfield,train
8404678,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8404678.csv,61,8, Shrubland,Adams,train
20005297,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\20005297.csv,66,7, Evergreen Forest,Garfield,train
32501536,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32501536.csv,87,13, Dbl Crop WinWht/Soybeans,Harvey,train
42801807,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42801807.csv,84,3, Winter Wheat,Haskell,train
12700688,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12700688.csv,40,20,Other,Coahoma,train
29306743,122,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29306743.csv,81,20,Other,Harvey,train
16509468,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16509468.csv,38,6, Woody Wetlands,Coahoma,train
1401509,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1401509.csv,55,11, Sunflower,Adams,train
10902935,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10902935.csv,57,10, Canola,Adams,train
13911906,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13911906.csv,39,16, Other Hay/Non Alfalfa,Coahoma,train
42901709,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42901709.csv,81,3, Winter Wheat,Haskell,train
10600074,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10600074.csv,57,11, Sunflower,Adams,train
38601927,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\38601927.csv,44,17, Sorghum,Haskell,train
16104286,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16104286.csv,38,20,Other,Coahoma,train
39800335,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\39800335.csv,79,3, Winter Wheat,Haskell,train
9007917,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9007917.csv,57,16, Other Hay/Non Alfalfa,Adams,train
24303013,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24303013.csv,76,8, Shrubland,Garfield,train
34001543,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\34001543.csv,42,17, Sorghum,Haskell,train
24104295,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24104295.csv,69,3, Winter Wheat,Garfield,train
5605882,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5605882.csv,58,16, Other Hay/Non Alfalfa,Adams,train
22602672,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22602672.csv,75,9, Fallow/Idle Cropland,Garfield,train
2709356,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2709356.csv,62,0, Grass/Pasture,Adams,train
37502799,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\37502799.csv,42,17, Sorghum,Haskell,train
44604925,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\44604925.csv,57,14, Alfalfa,Randolph,train
32403478,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32403478.csv,82,12, Deciduous Forest,Harvey,train
32201700,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32201700.csv,81,17, Sorghum,Harvey,train
15907771,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15907771.csv,39,15, Rice,Coahoma,train
22402470,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22402470.csv,67,9, Fallow/Idle Cropland,Garfield,train
42201576,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42201576.csv,42,17, Sorghum,Haskell,train
17504521,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17504521.csv,38,9, Fallow/Idle Cropland,Coahoma,train
8000629,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8000629.csv,58,4, Spring Wheat,Adams,train
13802334,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13802334.csv,37,6, Woody Wetlands,Coahoma,train
15907979,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15907979.csv,39,15, Rice,Coahoma,train
2002548,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2002548.csv,62,8, Shrubland,Adams,train
9905204,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9905204.csv,61,4, Spring Wheat,Adams,train
28205241,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28205241.csv,78,13, Dbl Crop WinWht/Soybeans,Harvey,train
8203611,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8203611.csv,54,10, Canola,Adams,train
11907542,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11907542.csv,35,15, Rice,Coahoma,train
9506213,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9506213.csv,60,11, Sunflower,Adams,train
7501618,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7501618.csv,58,10, Canola,Adams,train
10600326,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10600326.csv,55,4, Spring Wheat,Adams,train
31309671,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31309671.csv,79,3, Winter Wheat,Harvey,train
26800126,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\26800126.csv,78,20,Other,Garfield,train
8304504,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8304504.csv,60,19, Durum Wheat,Adams,train
2404198,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2404198.csv,57,10, Canola,Adams,train
46106363,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\46106363.csv,49,12, Deciduous Forest,Randolph,train
24802339,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\24802339.csv,75,0, Grass/Pasture,Garfield,train
30900517,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30900517.csv,45,13, Dbl Crop WinWht/Soybeans,Harvey,train
11311790,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11311790.csv,40,6, Woody Wetlands,Coahoma,train
9005420,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9005420.csv,59,16, Other Hay/Non Alfalfa,Adams,train
46400603,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\46400603.csv,52,9, Fallow/Idle Cropland,Randolph,train
2101295,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2101295.csv,59,16, Other Hay/Non Alfalfa,Adams,train
47305904,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47305904.csv,29,12, Deciduous Forest,Randolph,train
42903194,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42903194.csv,86,3, Winter Wheat,Haskell,train
2101222,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2101222.csv,64,4, Spring Wheat,Adams,train
16806259,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16806259.csv,39,6, Woody Wetlands,Coahoma,train
7103364,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7103364.csv,58,11, Sunflower,Adams,train
4309749,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4309749.csv,58,11, Sunflower,Adams,train
41300339,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\41300339.csv,44,17, Sorghum,Haskell,train
37004623,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\37004623.csv,44,8, Shrubland,Haskell,train
45300376,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\45300376.csv,34,1, Soybeans,Randolph,train
9202776,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9202776.csv,59,10, Canola,Adams,train
28001975,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28001975.csv,81,1, Soybeans,Harvey,train
23008287,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23008287.csv,71,18, Peas,Garfield,train
27902953,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\27902953.csv,46,16, Other Hay/Non Alfalfa,Harvey,train
9310156,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9310156.csv,61,10, Canola,Adams,train
12003512,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\12003512.csv,37,5, Cotton,Coahoma,train
31300128,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31300128.csv,85,3, Winter Wheat,Harvey,train
23400951,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23400951.csv,75,9, Fallow/Idle Cropland,Garfield,train
15907567,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15907567.csv,39,15, Rice,Coahoma,train
13406051,5,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13406051.csv,39,1, Soybeans,Coahoma,train
10910175,22,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10910175.csv,60,19, Durum Wheat,Adams,train
4210965,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4210965.csv,56,16, Other Hay/Non Alfalfa,Adams,train
9904037,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9904037.csv,58,4, Spring Wheat,Adams,train
8302027,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8302027.csv,54,4, Spring Wheat,Adams,train
42800685,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42800685.csv,82,3, Winter Wheat,Haskell,train
42001109,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42001109.csv,44,8, Shrubland,Haskell,train
1906658,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1906658.csv,68,4, Spring Wheat,Adams,train
47805356,1,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47805356.csv,58,2, Corn,Randolph,train
13901050,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\13901050.csv,37,20,Other,Coahoma,train
43104777,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\43104777.csv,34,12, Deciduous Forest,Randolph,train
30110670,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\30110670.csv,79,0, Grass/Pasture,Harvey,train
8803247,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8803247.csv,60,11, Sunflower,Adams,train
19105785,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19105785.csv,73,7, Evergreen Forest,Garfield,train
9806211,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9806211.csv,56,8, Shrubland,Adams,train
44604873,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\44604873.csv,47,12, Deciduous Forest,Randolph,train
7807823,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7807823.csv,59,11, Sunflower,Adams,train
5502697,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\5502697.csv,61,14, Alfalfa,Adams,train
19700171,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19700171.csv,63,7, Evergreen Forest,Garfield,train
7001386,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7001386.csv,61,11, Sunflower,Adams,train
25201426,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25201426.csv,78,0, Grass/Pasture,Garfield,train
29207393,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29207393.csv,80,14, Alfalfa,Harvey,train
15907521,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15907521.csv,41,15, Rice,Coahoma,train
14000654,61,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14000654.csv,40,9, Fallow/Idle Cropland,Coahoma,train
29701114,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\29701114.csv,45,17, Sorghum,Harvey,train
14506973,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14506973.csv,37,5, Cotton,Coahoma,train
7111757,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7111757.csv,56,4, Spring Wheat,Adams,train
2802660,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2802660.csv,60,11, Sunflower,Adams,train
1904114,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1904114.csv,66,11, Sunflower,Adams,train
14602002,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14602002.csv,39,6, Woody Wetlands,Coahoma,train
15005707,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15005707.csv,40,6, Woody Wetlands,Coahoma,train
42301036,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\42301036.csv,45,17, Sorghum,Haskell,train
10604118,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\10604118.csv,59,10, Canola,Adams,train
18111312,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18111312.csv,35,6, Woody Wetlands,Coahoma,train
28206380,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\28206380.csv,76,13, Dbl Crop WinWht/Soybeans,Harvey,train
25504272,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\25504272.csv,76,3, Winter Wheat,Garfield,train
11911711,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11911711.csv,38,15, Rice,Coahoma,train
17406335,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17406335.csv,37,16, Other Hay/Non Alfalfa,Coahoma,train
9308421,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9308421.csv,58,10, Canola,Adams,train
8200303,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\8200303.csv,54,4, Spring Wheat,Adams,train
7500083,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\7500083.csv,57,10, Canola,Adams,train
31201555,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31201555.csv,85,17, Sorghum,Harvey,train
38500378,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\38500378.csv,45,8, Shrubland,Haskell,train
26701563,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\26701563.csv,71,20,Other,Garfield,train
9901334,53,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9901334.csv,58,18, Peas,Adams,train
44602155,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\44602155.csv,53,12, Deciduous Forest,Randolph,train
14107703,190,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\14107703.csv,40,6, Woody Wetlands,Coahoma,train
43603879,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\43603879.csv,55,12, Deciduous Forest,Randolph,train
47306677,141,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Randolph\47306677.csv,28,12, Deciduous Forest,Randolph,train
15404827,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\15404827.csv,37,5, Cotton,Coahoma,train
3900974,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\3900974.csv,59,11, Sunflower,Adams,train
16509971,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16509971.csv,36,20,Other,Coahoma,train
11903259,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11903259.csv,36,15, Rice,Coahoma,train
4309164,6,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4309164.csv,60,11, Sunflower,Adams,train
1304870,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\1304870.csv,61,0, Grass/Pasture,Adams,train
32504085,4,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32504085.csv,86,17, Sorghum,Harvey,train
23800368,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\23800368.csv,75,0, Grass/Pasture,Garfield,train
22909433,31,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\22909433.csv,74,10, Canola,Garfield,train
31305791,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31305791.csv,82,13, Dbl Crop WinWht/Soybeans,Harvey,train
401204,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\401204.csv,62,8, Shrubland,Adams,train
2103610,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2103610.csv,61,4, Spring Wheat,Adams,train
4000376,37,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\4000376.csv,61,16, Other Hay/Non Alfalfa,Adams,train
31005793,176,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\31005793.csv,83,0, Grass/Pasture,Harvey,train
18107395,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\18107395.csv,37,20,Other,Coahoma,train
32600904,26,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Harvey\32600904.csv,85,13, Dbl Crop WinWht/Soybeans,Harvey,train
35703724,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\35703724.csv,84,20,Other,Haskell,train
2108971,23,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2108971.csv,62,4, Spring Wheat,Adams,train
35704738,111,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\35704738.csv,82,20,Other,Haskell,train
9901829,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\9901829.csv,57,14, Alfalfa,Adams,train
19403136,142,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Garfield\19403136.csv,58,7, Evergreen Forest,Garfield,train
37402282,24,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\37402282.csv,44,3, Winter Wheat,Haskell,train
38602110,152,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Haskell\38602110.csv,42,8, Shrubland,Haskell,train
11912191,3,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\11912191.csv,38,15, Rice,Coahoma,train
2202781,36,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Adams\2202781.csv,62,14, Alfalfa,Adams,train
16104464,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\16104464.csv,37,5, Cotton,Coahoma,train
17404656,2,D:\DadaX\PhD\Research\0. CurrentWork\data\US\2019\Coahoma\17404656.csv,39,5, Cotton,Coahoma,train
